,Unnamed: 0,artist,title,label,rank,week_start,week_end,genre,year,month,lyrics
influxos opostos de legados discordes. A tendência à regressão às raças matrizes caracteriza a sua instabilidade.
É a tendência instintiva a uma situação de equilíbrio. As leis naturais pelo próprio jogo parecem extinguir, a
pouco e pouco, o produto anômalo que as viola, afogando-o nas próprias fontes geradoras. O mulato despreza
então, irresistivelmente, o negro e procura com uma tenacidade ansiosíssima cruzamentos que apaguem na sua
prole o estigma da fronte escurecida; o mamaluco faz-se o bandeirante inexorável, precipitando-se, ferozmente,
sobre as cabildas aterradas...
Esta tendência é expressiva. Reata, de algum modo, a série contínua da evolução, que a mestiçagem partira.
A raça superior torna-se o objetivo remoto para onde tendem os mestiços deprimidos e estes, procurando-a,
obedecem ao próprio instinto da conservação e da defesa. É que são invioláveis as leis do desenvolvimento das
espécies; e se toda a sutileza dos missionários tem sido impotente para afeiçoar o espírito do selvagem às mais
simples concepções de um estado mental superior; se não há esforços que consigam do africano, entregue à
solicitude dos melhores mestres, o aproximar-se sequer do nível intelectual médio do indo-europeu — porque
todo o homem é antes de tudo uma integração de esforços da raça a que pertence e o seu cérebro uma herança —
, como compreender-se a normalidade do tipo antropológico que aparece, de improviso, enfeixando tendências
tão opostas ?
Uma raça forte
Entretanto a observação cuidadosa do sertanejo do Norte mostra atenuado esse antagonismo de tendências e
uma quase fixidez nos caracteres fisiológicos do tipo emergente.
Este fato, que contrabate, ao parecer, as linhas anteriores, é a sua contraprova frisante.
Com efeito, é inegável que para a feição anormal dos mestiços de raças mui diversas contribui bastante o
fato de acarretar o elemento étnico mais elevado, mais elevadas condições de vida, de onde decorre a
acomodação penosa e difícil para aqueles. E desde que desça sobre eles a sobrecarga intelectual e moral de uma
civilização, o desequilíbrio é inevitável.
A índole incoerente, desigual e revolta do mestiço, como que denota um íntimo e intenso esforço de
eliminação dos atributos que lhe impedem a vida num meio mais adiantado e complexo. Reflete — em círculo
diminuto — esse combate surdo e formidável, que é a própria luta pela vida das raças, luta comovedora e eterna
caracterizada pelo belo axioma de Gumplowicz como a força motriz da História. O grande professor de Gratz
não a considerou sob este aspecto. A verdade, porém, é que se todo o elemento étnico forte ""tende subordinar ao
seu destino o elemento mais fraco antes o qual se acha"", encontra na mestiçagem um caso perturbador. A
expansão irresistível do seu círculo singenético, porém, por tal forma iludida, retarda-se apenas. Não se extingue.
A luta transmuda-se, tornando-se mais grave. Volve do caso vulgar, do extermínio franco da raça inferior pela
guerra, à sua eliminação lenta, à sua absorção vagarosa, à sua diluição no cruzamento. E durante o curso deste
processo redutor, os mestiços emergentes, variáveis, com todas as nuanças da cor, da forma e do caráter, sem
feições definidas, sem vigor, e as mais vezes inviáveis, nada mais são, em última análise, do que os mutilados
inevitáveis do conflito que perdura, imperceptível, pelo correr das idades.
É que neste caso a raça forte não destrói a fraca pelas armas, esmaga-a pela civilização.
Ora, os nossos rudes patrícios dos sertões do Norte forraram-se a esta última. O abandono em que jazeram teve
função benéfica. Libertou-os da adaptação penosíssima a um estádio social superior, e, simultaneamente, evitou
que descambassem para as aberrações e vícios dos meios adiantados.
A fusão entre eles operou-se em circunstâncias mais compatíveis com os elementos inferiores. O fator
étnico preeminente transmitindo-lhes as tendências civilizadoras não lhes impôs a civilização.
Este fato destaca fundamentalmente a mestiçagem dos sertões da do litoral. São formações distintas, senão
pelos elementos, pelas condições do meio. O contraste entre ambas ressalta ao paralelo mais simples. O sertanejo
tomando em larga escala, do selvagem, a intimidade com o meio físico, que ao invés de deprimir enrija o seu
organismo potente, reflete, na índole e nos costumes, das outras raças formadoras apenas aqueles atributos mais
ajustáveis à sua fase social incipiente.
É um retrógrado; não é um degenerado. Por isto mesmo que as vicissitudes históricas o libertaram, na fase
delicadíssima da sua formação, das exigências desproporcionadas de uma cultura de empréstimo, prepararam-no
para a conquistar um dia.
A sua evolução psíquica, por mais demorada que esteja destinada a ser, tem, agora, a garantia de um tipo
fisicamente constituído e forte. Aquela raça cruzada surge autônoma e, de algum modo, original, transfigurando,
pela própria combinação, todos os atributos herdados; de sorte que, despeada afinal da existência selvagem, pode
alcançar a `:ida civilizada por isto mesmo que não a atingiu de repente.
Aparece logicamente.
Ao invés da inversão extravagante que se observa nas cidades do litoral, onde funções altamente complexas
se impõem a órgãos mal constituídos, comprimindo-os e atrofiando-os antes do pleno desenvolvimento — nos
sertões a integridade orgânica do mestiço desponta inteiriça e robusta, imune de estranhas mesclas, capaz de
evolver, diferenciando-se, acomodando-se a novos e mais altos destinos. porque é a sólida base física do
desenvolvimento moral ulterior.
Deixemos, porém, este divagar pouco atraente.
Prossigamos considerando diretamente a figura original dos nossos patrícios retardatários. Isto sem método,
despretensiosamente, evitando os garbosos neologismos etnológicos.
Faltaram-nos, do mesmo passo, tempo e competência para nos enredarmos em fantasias
psíquico-geométricas, que hoje se exageram num quase materialismo filosófico, medindo o ângulo facial, ou
traçando a norma verticalis dos jagunços.
Se nos embaraçássemos nas imaginosas linhas dessa espécie de topografia psíquica, de que tanto se tem
abusado, talvez não os compreendêssemos melhor. Sejamos simples copistas.
Reproduzamos, intactas, todas as impressões, verdadeiras ou ilusórias, que tivemos quando, de repente,
acompanhando a celeridade de uma marcha militar, demos de frente, numa volta do sertão, com aqueles
desconhecidos singulares, que ali estão — abandonados — há três séculos.
CapítuloIII
O sertanejo
O sertanejo é, antes de tudo, um forte. Não tem o raquitismo exaustivo dos mestiços neurastênicos do
litoral.
A sua aparência, entretanto, ao primeiro lance de vista, revela o contrário. Falta-lhe a plástica impecável, o
desempeno, a estrutura corretíssima das organizações atléticas.
É desgracioso, desengonçado, torto. Hércules-Quasímodo, reflete no aspecto a fealdade típica dos fracos. O
andar sem firmeza, sem aprumo, quase gingante e sinuoso, aparenta a translação de membros desarticulados.
Agrava-o a postura normalmente abatida, num manifestar de displicência que lhe dá um caráter de humildade
deprimente. A pé, quando parado, recosta-se invariavelmente ao primeiro umbral ou parede que encontra; a
cavalo, se sofreia o animal para trocar duas palavras com um conhecido, cai logo sobre um dos estribos,
descansando sobre a espenda da sela. Caminhando, mesmo a passo rápido, não traça trajetória retilínea e firme.
Avança celeremente, num bambolear característico, de que parecem ser o traço geométrico os meandros das
trilhas sertanejas. E se na marcha estaca pelo motivo mais vulgar, para enrolar um cigarro, bater o isqueiro, ou
travar ligeira conversa com um amigo, cai logo — cai é o termo — de cócoras, atravessando largo tempo numa
posição de equilíbrio instável, em que todo o seu corpo fica suspenso pelos dedos grandes dos pés, sentado sobre
os calcanhares, com uma simplicidade a um tempo ridícula e adorável.
É o homem permanentemente fatigado.
Reflete a preguiça invencível, a atonia muscular perene, em tudo: na palavra remorada, no gesto contrafeito,
no andar desaprumado, na cadência langorosa das modinhas, na tendência constante à imobilidade e à quietude.
Entretanto, toda esta aparência de cansaço ilude.
Nada é mais surpreendedor do que vê-la desaparecer de improviso. Naquela organização combalida
operam-se, em segundos, transmutações completas. Basta o aparecimento de qualquer incidente exigindo-lhe o
desencadear das energias adormecidas. O homem transfigura-se. Empertiga-se, estadeando novos relevos, novas
linhas na estatura e no gesto; e a cabeça firma-se-lhe, alta, sobre os ombros possantes aclarada pelo olhar
desassombrado e forte; e corrigem-se-lhe, prestes, numa descarga nervosa instantânea, todos os efeitos do
relaxamento habitual dos órgãos; e da figura vulgar do tabaréu canhestro reponta, inesperadamente, o aspecto
dominador de um titã acobreado e potente, num desdobramento surpreendente de força e agilidade
extraordinárias.
Este contraste impõe-se ao mais leve exame. Revela-se a todo o momento, em todos os pormenores da vida
sertaneja — caracterizado sempre pela intercadência impressionadora entre extremos impulsos e apatias longas.
É impossível idear-se cavaleiro mais chucro e deselegante; sem posição, pernas coladas ao bojo da
montaria, tronco pendido para a frente e oscilando à feição da andadura dos pequenos cavalos do sertão,
desferrados e maltratados, resistentes e rápidos como poucos. Nesta atitude indolente, acompanhando
morosamente, a passo, pelas chapadas, o passo tardo das boiadas, o vaqueiro preguiçoso quase transforma o
“campeão” que cavalga na rede amolecedora em que atravessa dois terços da existência.
Mas se uma rês “alevantada” envereda, esquiva, adiante, pela caatinga garranchenta, ou se uma ponta de
gado, ao longe, se trasmalha, ei-lo em momentos transformado, cravando os acicates de rosetas largas nas
ilhargas da montaria e partindo como um dardo, atufando-se velozmente nos dédalos inextricáveis das juremas.
Vimo-lo neste steeple-chase bárbaro.
Não há contê-lo, então, no ímpeto. Que se lhe antolhem quebradas, acervos de pedras, coivaras, moiras de
espinhos ou barrancas de ribeirões, nada lhe impede encalçar o garrote desgarrado, porque “por onde passa o boi
passa o vaqueiro com o seu cavalo”...
Colado ao dorso deste, confundindo-se com ele, graças a pressão dos jarretes firmes, realiza a criação
bizarra de um centauro bronco: emergindo inopinadamente nas clareiras; mergulhando nas macegas altas;
saltando valos e ipueiras; vingando cômoros alçados; rompendo, célere, pelos espinheirais mordentes;
precipitando-se, a toda brida, no largo dos tabuleiros . . .
A sua compleição robusta ostenta-se, nesse momento, em toda a plenitude. Como que é o cavaleiro robusto
que empresta vigor ao cavalo pequenino e frágil, sustenta-o nas rédeas improvisadas de caroá, suspendendo-o
